Label,Product Name,Brand,Price,Product Link,Skin Type,Skin Concerns,Image URL,Gender,Age
face-moisturisers,sustainable whiteglow whitening brightening nourishing night creme 60g,lotus herbals,₹ 276,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable--whiteglow-whitening--brightening-nourishing-night-creme-60g/95942/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/95942/2020/10/9/27953c8c-5796-4fe7-902e-45f69165c4d11602267125887LotusHerbalsSustainableWomenWhiteglowWhiteningBrighteningNou1.jpg",unisex,13+
face-moisturisers,men set of green tea face wash - scrub & moisturizer,phy,₹ 1200,https://www.myntra.com/face-moisturisers/phy/phy-men-set-of-green-tea-face-wash---scrub--moisturizer/15839952/buy,oily,"acne, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15839952/2021/10/22/677c4072-f261-438d-b62a-de7c3cfa9f351634888345465-Phy-Men-Face-Moisturisers-7761634888345300-1.jpg",men,13+
face-moisturisers,paris set of 2 whitening + even tone night cream & skin perfect whitening cream,loreal,₹ 701,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-set-of-2-whitening--even-tone-night-cream--skin-perfect-whitening-cream/14464500/buy,all,"whiteheads, wrinkles","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14464500/2021/6/11/d2e77a10-712c-4cee-9ef7-cd86462ff8081623405524246LOrealParisSetOfTotalRepair5ShampooRapidReviverTotalRepair5C1.jpg",unisex,13+
face-moisturisers,pack of 2 face moisturisers,lotus herbals,₹ 643,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-pack-of-2-face-moisturisers/15060574/buy,all,"wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15060574/2021/8/13/baa89483-7f19-4717-a54a-3d0d35c4cd5a1628845941192FaceWashandCleanserLotusHerbalsWomenFaceMoisturisersLotusHer1.jpg",unisex,13+
face-moisturisers,total effects 7 in one day cream normal & olay total effects 7 in one night cream,olay,₹ 1654,https://www.myntra.com/face-moisturisers/olay/olay-total-effects-7-in-one-day-cream-normal--olay-total-effects-7-in-one-night-cream/15061998/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15061998/2021/8/24/92299ef2-9f34-4f32-a0fd-ab09e0110e8d1629778635327OlayTotalEffects7InOneDayCreamNormalOlayTotalEffects7InOneNi1.jpg",unisex,13+
face-moisturisers,anti-aging nalpamaradi curcumin & natural retinol night cream 50g,tac - the ayurveda co.,₹ 493,https://www.myntra.com/face-moisturisers/tac---the-ayurveda-co/tac---the-ayurveda-co-anti-aging-nalpamaradi-curcumin--natural-retinol-night-cream-50g/14700136/buy,all,"wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14700136/2021/9/7/29f2bd2d-2aad-459f-85f2-55565c9a47f51631002494167TAC-TheAyurvedaCoAnti-AgingNalpamaradiCurcuminNaturalRetinol2.jpg",unisex,13+
face-moisturisers,skin brightening cream 50 gm,the beauty sailor,₹ 975,https://www.myntra.com/face-moisturisers/the-beauty-sailor/the-beauty-sailor-skin-brightening-cream-50-gm/14222084/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14222084/2021/7/30/1b00daec-be6f-4262-8549-ccfca299d9401627629105179-The-Beauty-Sailor-Unisex-Skin-Brightening-Cream-50-gm-121627-1.jpg",unisex,13+
face-moisturisers,unisex sustainable green tea set of moisturizer & toner,plum,₹ 688,https://www.myntra.com/face-moisturisers/plum/plum-unisex-sustainable-green-tea-set-of-moisturizer--toner/13538858/buy,oily,"whiteheads, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538858/2021/1/29/c7077062-7e85-40b8-9186-b0f2619ecf441611917790198THEBODYSHOPSetOfTeaTreeSkinClearingFaceWashBritishRoseShower1.jpg",unisex,13+
face-moisturisers,paris white perfect milky foam sustainable face wash & skin perfect whitening cream,loreal,₹ 330,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash--skin-perfect-whitening-cream/14465442/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14465442/2021/6/17/45eae3cc-becf-40d7-90ff-793f2c384f871623931061626-LOreal-Unisex-Face-Moisturisers-3981623931061497-1.jpg",unisex,13+
face-moisturisers,cica calming skin renewing night gel - 60 ml,dot & key,₹ 595,https://www.myntra.com/face-moisturisers/dot--key/dot--key-cica-calming-skin-renewing-night-gel---60-ml/15700096/buy,oily,"acne, redness, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15700096/2021/10/2/8e4448c6-b58e-4a88-9e2b-f603aaab56fa1633113453399FaceMoisturisers2.jpg",unisex,13+
face-moisturisers,rapid wrinkle repair night moisturizer - 29 ml,neutrogena,₹ 1250,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-rapid-wrinkle-repair-night-moisturizer---29-ml/2427948/buy,all,"wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2427948/2021/8/11/9261d148-53b5-46a1-96a5-c7ae7b0f73271628671612293NeutrogenaRapidWrinkleRepairNightMoisturizer-29ml1.jpg",unisex,13+
face-moisturisers,set of women rejuvenating brightening night cream & unisex eladi face cream,kama ayurveda,₹ 3070,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-set-of-women-rejuvenating-brightening-night-cream--unisex-eladi-face-cream/13274490/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13274490/2020/12/18/012728ae-5385-4d9d-ac26-0fc273e776f51608276213163-KAMA-AYURVEDA-Unisex-Face-Moisturisers-3221608276212467-1.jpg",women,13+
face-moisturisers,the body shop vitamin e range tea tree sustainable night lotion for blemished skin 30 ml,the body shop,₹ 845,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-sustainable-night-lotion-for-blemished-skin-30-ml/2434708/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2434708/2021/2/11/03e2523c-9385-4796-84ff-dffe2e3e33fa1613030724249THEBODYSHOPTeaTreeSustainableNightLotion30ml1.jpg",unisex,13+
face-moisturisers,women age protect anti-ageing cream 18 g,olay,₹ 169,https://www.myntra.com/face-moisturisers/olay/olay-women-age-protect-anti-ageing-cream-18-g-/13509872/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509872/2021/6/11/b0ff7754-3b5c-41e0-8499-04a9f1ba9bbc1623408982105-Olay-Women-Face-Moisturisers-9871623408981990-1.jpg",women,13+
face-moisturisers,paris unisex set of 2 skin perfect age 30+ anti-fine lines whitening spf 21 cream,loreal,₹ 399,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-unisex-set-of-2-skin-perfect-age-30-anti-fine-lines-whitening-spf-21-cream/7642482/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7642482/2018/11/9/217ca4bb-119d-45b5-9fc5-7238c99afff31541766527209-LOreal-Paris-Unisex-Set-Of-2-Skin-Perfect-Age-30-Anti-Fine-Lines-Whitening-SPF-21-Cream-8781541766527171-1.jpg",unisex,30+
face-moisturisers,natural white 7 in one night repair cream & total effects 7 in one day cream,olay,₹ 614,https://www.myntra.com/face-moisturisers/olay/olay-natural-white-7-in-one-night-repair-cream--total-effects-7-in-one-day-cream/15062002/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15062002/2021/8/24/8a0bffda-17ed-47de-8d7f-7b92dc8902251629778621704OlayNaturalWhite7inOneNightRepairCreamTotalEffects7InOneDayC1.jpg",unisex,13+
face-moisturisers,women regenerist advance anti-ageing revitalising serum 50 ml,olay,₹ 1299,https://www.myntra.com/face-moisturisers/olay/olay-women-regenerist-advance-anti-ageing-revitalising-serum-50-ml/10443732/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10443732/2021/8/11/853fff75-4c64-4533-a912-02260b6d812e1628671544224OlayWomenRegeneristAdvanceAnti-AgeingRevitalisingSerum50ml1.jpg",women,13+
face-moisturisers,men set of 2 acno fight pimple clearing whitening cream,garnier,₹ 231,https://www.myntra.com/face-moisturisers/garnier/garnier-men-set-of-2-acno-fight-pimple-clearing-whitening-cream/9350661/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9350661/2019/4/23/73e0a628-1464-40df-a32f-b393968ee0381555999359993-Garnier-Men-Face-Moisturisers-2951555999359770-1.jpg",men,13+
face-moisturisers,women luminous whip ultra lightweight face moisturiser 10g,olay,₹ 399,https://www.myntra.com/face-moisturisers/olay/olay-women-luminous-whip-ultra-lightweight-face-moisturiser-10g/11318456/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11318456/2021/1/19/9cf4c79f-90f2-4c57-816e-a1b32c474b5b1611050177459-Olay-Women-Luminous-Whip-Ultra-Lightweight-Face-Moisturiser--1.jpg",women,13+
face-moisturisers,dandelion anti ageing serum duo,biotique,₹ 299,https://www.myntra.com/face-moisturisers/biotique/biotique-dandelion-anti-ageing-serum-duo/7037595/buy,normal,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7037595/2018/7/31/727f9d96-d67c-4450-915d-bd983ed20dc61533027990157-Biotique-Unisex-Pack-of-2-Bio-Dandelion-Ageless-Lightening-Serum-8361533027990082-1.jpg",unisex,13+
face-moisturisers,natural age control night cream with bakuchiol 50 g,the moms co.,₹ 622,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-age-control-night-cream-with-bakuchiol-50-g/12926542/buy,normal,"whiteheads, wrinkles","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/11/8/031b47df-3c4b-4dc1-adbe-4b3016e7fe1b1604803861937-1.jpg",unisex,13+
face-moisturisers,1% salicylic acid oil-free moisturizer for face with oat extract - 50 g,the derma co.,₹ 314,https://www.myntra.com/face-moisturisers/the-derma-co/the-derma-co-1-salicylic-acid-oil-free-moisturizer-for-face-with-oat-extract---50-g/15537092/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15537092/2021/9/20/dc1bb594-00cf-4853-a5ec-0bc8e76f4fb01632137963552FaceMoisturisers1.jpg",unisex,13+
face-moisturisers,set of cream & lotion,biotique,₹ 258,https://www.myntra.com/face-moisturisers/biotique/biotique-set-of-cream--lotion/13538408/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538408/2021/1/29/d8d6fc57-e594-4fb6-a475-0037b1da51711611922189456BiotiqueSetOfCreamLipBalmFaceMoisturisersBiotiqueUnisexFaceW1.jpg",unisex,13+
face-moisturisers,set of toner & face moisturiser,plum,₹ 664,https://www.myntra.com/face-moisturisers/plum/plum-set-of-toner--face-moisturiser/13538884/buy,oily,"whiteheads, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538884/2021/1/29/da4c7592-6729-41aa-b706-0f2b32581eec1611914445766PerfumeandBodyMistDAVIDOFFMenPerfumeandBodyMistCalvinKleinWo1.jpg",unisex,13+
face-moisturisers,sustainable whiteglow whitening brightening nourishing night creme 60g,lotus herbals,₹ 276,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable--whiteglow-whitening--brightening-nourishing-night-creme-60g/95942/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/95942/2020/10/9/27953c8c-5796-4fe7-902e-45f69165c4d11602267125887LotusHerbalsSustainableWomenWhiteglowWhiteningBrighteningNou1.jpg",unisex,13+
face-moisturisers,anti-ageing micro-sculpting cream & women regenerist anti-ageing night skin cream,olay,₹ 2850,https://www.myntra.com/face-moisturisers/olay/olay-anti-ageing-micro-sculpting-cream--women-regenerist--anti-ageing-night-skin-cream/15062026/buy,dry,"wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15062026/2021/8/24/280aad0e-a94a-490c-b059-8c56515d490c1629778514786OlayAnti-AgeingMicro-SculptingCreamWomenRegeneristAnti-Agein1.jpg",women,13+
face-moisturisers,sustainable men skin brightening night cream 50 g,kama ayurveda,₹ 1975,https://www.myntra.com/face-moisturisers/kama-ayurveda/kama-ayurveda-sustainable-men-skin-brightening-night-cream-50-g/10611226/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10611226/2020/6/9/b98f5dc8-febc-4557-9a53-86346e2d18ed1591691563256KAMAAYURVEDAMenSkinBrighteningNightCream50g1.jpg",men,13+
face-moisturisers,natural vita rich day & night sustainable face cream 50 ml,the moms co.,₹ 552,https://www.myntra.com/face-moisturisers/the-moms-co/the-moms-co-natural-vita-rich-day--night-sustainable-face-cream-50-ml/11021420/buy,all,"whiteheads, wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11021420/2021/8/11/506c9ea0-5334-4abe-8654-638d9cc9bd631628671684004TheMomsCoNaturalVitaRichDayNightSustainableFaceCream50ml1.jpg",unisex,13+
cleanser,absolute perfect radiance skin lightening face wash - 50 g,lakme,₹ 112,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-absolute-perfect-radiance-skin-lightening-face-wash---50-g/4384875/buy,all,"acne, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/4384875/2018/4/18/11524043885903-Lakme-Women-Face-Wash-and-Cleanser-9941524043885838-1.jpg",unisex,13+
cleanser,vitamin c face wash with turmeric for skin illumination 100 ml,mamaearth,₹ 224,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-100-ml/12087900/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12087900/2020/10/10/9929e109-75e2-4266-a75a-76e25842c4ee1602270734127MamaearthSkinIlluminationVitaminCFaceWash100ml1.jpg",unisex,13+
cleanser,purifying neem face wash 200ml,himalaya,₹ 152,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-200ml/6628423/buy,normal,"acne, dark spots","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6628423/2018/7/27/e5a517d5-3eae-4061-b745-c938293729a01532671302634-Himalaya-Unisex-Face-Wash-and-Cleanser-6711532671302493-1.jpg",unisex,13+
cleanser,vitamin c foaming face wash with turmeric for skin illumination 150 ml,mamaearth,₹ 359,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-foaming-face-wash-with-turmeric-for-skin-illumination-150-ml/12729796/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/10/13/74047611-ac62-4f9e-901e-a5d67e346e6c1602539125632-1.jpg",unisex,13+
cleanser,the body shop vitamin e range tea tree skin clearing sustainable face wash 250 ml,the body shop,₹ 633,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-range-tea-tree-skin-clearing-sustainable-face-wash-250-ml/1777425/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1777425/2021/2/11/b19c5e9e-5369-4d1b-9797-3adcb31bb9d21613030580985THEBODYSHOPUnisexTeaTreeSkinClearingSustainableFaceWash250ml1.jpg",unisex,13+
cleanser,bio neem purifying face wash 150 ml,biotique,₹ 91,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-purifying-face-wash-150-ml/1919965/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1919965/2021/3/1/7e5b4b57-6301-479e-b0df-ba275d2efdf71614601597447-Biotique-Bio-Neem-Purifying-Face-Wash-150-ml-991161460159662-1.jpg",unisex,13+
cleanser,paris white perfect milky sustainable facial foam - purifying & brightening 100 ml,loreal,₹ 209,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-sustainable-facial-foam---purifying--brightening-100-ml/236316/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236316/2021/8/11/996c7b8c-d4e6-4a02-9f49-e30fbe5620251628659306635LOrealParisWhitePerfectMilkySustainableFacialFoam-PurifyingB1.jpg",unisex,13+
cleanser,cappuccino acne & oil control coffee foaming face wash 75 ml,mcaffeine,₹ 199,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-cappuccino-acne--oil-control-coffee-foaming-face-wash-75-ml/14380222/buy,all,"acne, redness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14380222/2021/10/19/6913cf94-17e0-43f2-a89f-969e4efaa6901634640405923-MCaffeine-Cappuccino-Acne--Oil-Control-Coffee-Foaming-Face-W-15.jpg",unisex,13+
cleanser,sustainable apriscrub fresh apricot scrub 180 g,lotus herbals,₹ 211,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-apriscrub-fresh-apricot-scrub-180-g/57764/buy,all,whiteheads,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/57764/2020/10/10/854662ea-0217-45ec-89b9-abe1943ce4fa1602270199606LotusHerbalsSustainableApriscrubFreshApricotScrub180g1.jpg",unisex,13+
cleanser,bio neem sustainable purifying face wash 200 ml,biotique,₹ 144,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-neem-sustainable-purifying-face-wash-200-ml/9313575/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9313575/2021/5/21/96dcb1eb-23c0-4dab-9e52-e8e0f418a9bd1621600480614-Biotique-Bio-Neem-Purifying-Sustainable-Face-Wash-200-ml-494-1.jpg",unisex,13+
cleanser,purifying neem face wash for acne-prone skin 150 ml,himalaya,₹ 117,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-for-acne-prone-skin-150-ml/6628442/buy,all,"acne, dark spots","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6628442/2018/7/24/718634df-0ea6-414a-9754-b195fa6cd2141532415816236-Himalaya-Unisex-Face-Wash-and-Cleanser-9631532415816221-1.jpg",unisex,13+
cleanser,sustainable tea tree face wash with neem for acne 100 ml,mamaearth,₹ 224,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-tea-tree-face-wash-with-neem-for-acne-100-ml/11081190/buy,normal,"acne, redness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11081190/2019/12/4/838f8125-9e7e-44a5-ad94-f04246655f571575444460195-Mamaearth-Unisex-Tea-Tree-Face-Wash-100-ml-3191575444459423-1.jpg",unisex,13+
cleanser,total face cleanup for normal to oily skin 100 ml,nivea,₹ 157,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-total-face-cleanup-for-normal-to-oily-skin-100-ml/2273964/buy,combination,"whiteheads, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2273964/2021/8/11/f562d559-ab20-4a9f-a98f-1f3f3e4fd3ee1628671675304NiveaTotalFaceCleanupforNormaltoOilySkin100ml1.jpg",unisex,13+
cleanser,brightening vitamin c foaming face wash with built-in face brush - 100 ml,wow skin science,₹ 327,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-brightening-vitamin-c-foaming-face-wash-with-built-in-face-brush---100-ml/12426284/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/9/8/4ec263fd-d8f0-4cc3-8422-c46b2c245deb1599519172208-1.jpg",unisex,13+
cleanser,paris white perfect milky foam sustainable face wash 50 ml,loreal,₹ 105,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-white-perfect-milky-foam-sustainable-face-wash-50-ml/236317/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236317/2021/8/11/95ba4681-fe4e-49ec-98d0-370665b7b57f1628671330951LOrealParisWhitePerfectMilkyFoamSustainableFaceWash50ml1.jpg",unisex,13+
cleanser,men oil control all-in-1 face wash with cooling menthol - 150 ml,nivea,₹ 209,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-men-oil-control-all-in-1-face-wash-with-cooling-menthol---150-ml/9686503/buy,oily,dark spots,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/9686503/2019/5/31/3673ca23-a2a2-4bf0-8b8a-7ddb63ec3a4f1559286071829-Nivea-Men-Oil-Control-All-In-1-Face-Wash-201559286071672-1.jpg",men,13+
cleanser,natural multani mitti powder 227 g,havintha,₹ 299,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-multani-mitti-powder-227-g/15386570/buy,all,acne,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/15386570/2021/9/7/9073d3d5-2289-4c69-9fd3-7690af9f70671630998493435HavinthaNaturalMultaniMittiPowderProductOfHavinthaNaturalFul1.jpg",unisex,13+
cleanser,tea tree foaming face wash with salicylic acid 150ml,mamaearth,₹ 359,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-tea-tree-foaming-face-wash-with-salicylic-acid-150ml/13841446/buy,normal,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13841446/2021/3/12/fed8104c-5946-4c09-8e55-2d0b6fce52841615549845824TeaTreeFoamingFaceWashwithTeaTreeSalicylicAcidforAcnePimples1.jpg",unisex,13+
cleanser,vitamin c face wash with turmeric for skin illumination 250ml,mamaearth,₹ 359,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-vitamin-c-face-wash-with-turmeric-for-skin-illumination-250ml/13028260/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13028260/2020/11/23/b5b6815f-947f-4083-ae0e-3823292df2141606107676960-Mamaearth-8661606107676064-1.jpg",unisex,13+
cleanser,vitamin e sustainable gentle face wash for all skin types 125 ml,the body shop,₹ 633,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1677293/2021/8/11/53e285ab-1a1a-4169-921d-fbb59999d3fa1628671377972THEBODYSHOPVitaminESustainableGentleFaceWashforAllSkinTypes11.jpg",unisex,13+
cleanser,vitamin e sustainable gentle face wash for all skin types 125 ml,the body shop,₹ 633,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-vitamin-e-sustainable-gentle-face-wash-for-all-skin-types-125-ml/1677293/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1677293/2021/8/11/53e285ab-1a1a-4169-921d-fbb59999d3fa1628671377972THEBODYSHOPVitaminESustainableGentleFaceWashforAllSkinTypes11.jpg",unisex,13+
cleanser,acne clarifying 1% salicylic acid cleanser - 100 ml,azani active care,₹ 267,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-acne-clarifying-1-salicylic-acid-cleanser----100-ml/15322562/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15322562/2021/8/31/40d3de20-807b-42f7-9294-ae9559525a221630417844915AzaniActiveCare1SalicylicAcidFaceWashForAcneProneOilySkin1.jpg",unisex,13+
cleanser,bio pineapple oil balancing sustainable face wash 100 ml,biotique,₹ 72,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-pineapple-oil-balancing-sustainable-face-wash-100-ml/2432722/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432722/2021/3/8/33ac6b0c-3724-4073-95e1-5f4fd26c4a621615186869788-Biotique-Bio-Pineapple-Oil-Balancing-Sustainable-Face-Wash-1-1.jpg",unisex,13+
cleanser,ubtan foaming face wash with built-in brush for deep cleansing 100 ml,wow skin science,₹ 327,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-ubtan-foaming-face-wash-with-built-in-brush-for-deep-cleansing-100-ml/12426280/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12426280/2021/8/11/3a408517-f585-4c2b-ba5e-1bef68ee5ef11628659033410WOWSKINSCIENCEUbtanFoamingFaceWashwithBuilt-InBrushforDeepCl1.jpg",unisex,13+
cleanser,oil control & anti acne face wash 200 ml,reequil,₹ 382,https://www.myntra.com/face-wash-and-cleanser/reequil/reequil-oil-control--anti-acne-face-wash-200-ml/13512578/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/1/22/921e363f-ef7c-4558-bd5f-61260cd7b8471611325261696-1.jpg",unisex,13+
cleanser,naked detox dirt removal green tea sustainable face wash - 100 ml,mcaffeine,₹ 289,https://www.myntra.com/face-wash-and-cleanser/mcaffeine/mcaffeine-naked-detox-dirt-removal-green-tea-sustainable-face-wash---100-ml/10901938/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10901938/2021/10/19/b94ecd33-adc8-4456-8799-65d241ba1a041634639682098-MCaffeine-Naked-Detox-Dirt-Removal-Green-Tea-Sustainable-Fac-15.jpg",unisex,13+
cleanser,pack of 2 absolute women perfect radiance skin lightening face wash,lakme,₹ 236,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-pack-of-2-absolute-women-perfect-radiance-skin-lightening-face-wash/7480270/buy,all,"acne, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7480270/2018/9/29/2e9917f0-a211-4656-984f-b13b34c674a11538220127727-Lakme-Women-Face-Wash-and-Cleanser-6781538220127646-1.jpg",women,13+
cleanser,purifying neem face wash for acne-prone skin 300 ml,himalaya,₹ 205,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-purifying-neem-face-wash-for-acne-prone-skin-300-ml/6628435/buy,all,"acne, dark spots","https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/6628435/2018/7/27/f1fac5ec-cc83-4ef2-a1a1-a67ebbca4e3b1532673558389-Himalaya-Unisex-Face-Wash-and-Cleanser-4881532673558289-1.jpg",unisex,13+
cleanser,wow skin science vitamin c face wash 100 ml,wow skin science,₹ 199,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-vitamin-c-face-wash-100-ml/12426290/buy,all,"acne, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2020/9/8/83ef44d6-c6bc-44a6-80cf-a02e203024501599515859592-1.jpg",unisex,13+
cleanser,natural neem powder azadirachta indica - 227 g,havintha,₹ 299,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-neem-powder-azadirachta-indica---227-g/15588212/buy,normal,acne,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/15588212/2021/9/24/cd031b48-ebe0-48b0-a520-994cbe9685261632481284309HavinthaNaturalNeemPowderAzadirachtaIndica-227Gm1.jpg",unisex,13+
cleanser,women advanced organics tea tree skin clearing face wash 150 ml,biotique,₹ 132,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-women-advanced-organics-tea-tree-skin-clearing-face-wash-150-ml/12678952/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12678952/2021/8/11/aeb74972-08fb-45cb-b2b9-867392feced71628671256030BiotiqueWomenAdvancedOrganicsTeaTreeSkinClearingFaceWash150m1.jpg",women,13+
